filename,ifupdate,gen_sequence,gen_score,best_sequence,best_score
/root/iscas/ruyituner/dataset21/poj104-v2-ll_4/train/98_288.ll,False,"['module(scc-oz-module-inliner)', 'module(attributor)', 'function(mem2reg)', 'module(elim-avail-extern)', 'function(newgvn)', 'module(iroutliner)', 'function(dse)', 'function(newgvn)', 'cgscc(attributor-cgscc)', 'function(gvn-sink)']",-0.48863636363636365,"['module(scc-oz-module-inliner)', 'module(attributor)', 'function(mem2reg)', 'module(elim-avail-extern)', 'function(newgvn)', 'module(iroutliner)', 'function(dse)', 'function(newgvn)', 'cgscc(attributor-cgscc)', 'function(gvn-sink)']",-0.48863636363636365
/root/iscas/ruyituner/dataset21/poj104-v2-ll_4/train/10_2104.ll,False,"['module(scc-oz-module-inliner)', 'module(elim-avail-extern)', 'cgscc(attributor-cgscc)', 'module(iroutliner)', 'module(attributor)', 'function(newgvn)']",0.0,"['module(scc-oz-module-inliner)', 'module(elim-avail-extern)', 'cgscc(attributor-cgscc)', 'module(iroutliner)', 'module(attributor)', 'function(newgvn)']",0.0
/root/iscas/ruyituner/dataset21/poj104-v2-ll_4/train/40_1184.ll,False,"['module(inferattrs)', 'module(scc-oz-module-inliner)', 'function(newgvn)', 'function(dse)', 'module(globalopt)', 'function(mem2reg)', 'function(instsimplify)', 'function(jump-threading)', 'function(gvn-sink)']",0.0,"['module(inferattrs)', 'module(scc-oz-module-inliner)', 'function(newgvn)', 'function(dse)', 'module(globalopt)', 'function(mem2reg)', 'function(instsimplify)', 'function(jump-threading)', 'function(gvn-sink)']",0.0
/root/iscas/ruyituner/dataset21/poj104-v2-ll_4/train/94_1170.ll,False,"['module(inferattrs)', 'module(scc-oz-module-inliner)', 'module(attributor)', 'function(gvn-sink)', 'module(iroutliner)', 'cgscc(attributor-cgscc)', 'function(newgvn)', 'function(dse)', 'function(gvn-sink)', 'function(jump-threading)']",0.0,"['module(inferattrs)', 'module(scc-oz-module-inliner)', 'module(attributor)', 'function(gvn-sink)', 'module(iroutliner)', 'cgscc(attributor-cgscc)', 'function(newgvn)', 'function(dse)', 'function(gvn-sink)', 'function(jump-threading)']",0.0
/root/iscas/ruyituner/dataset21/poj104-v2-ll_4/train/67_274.ll,False,"['module(scc-oz-module-inliner)', 'module(elim-avail-extern)', 'cgscc(attributor-cgscc)', 'module(iroutliner)', 'module(attributor)', 'function(newgvn)']",0.0,"['module(scc-oz-module-inliner)', 'module(elim-avail-extern)', 'cgscc(attributor-cgscc)', 'module(iroutliner)', 'module(attributor)', 'function(newgvn)']",0.0
/root/iscas/ruyituner/dataset21/poj104-v2-ll_4/train/27_1447.ll,False,"['module(scc-oz-module-inliner)', 'module(elim-avail-extern)', 'cgscc(attributor-cgscc)', 'module(iroutliner)', 'module(attributor)', 'function(newgvn)']",0.0,"['module(scc-oz-module-inliner)', 'module(elim-avail-extern)', 'cgscc(attributor-cgscc)', 'module(iroutliner)', 'module(attributor)', 'function(newgvn)']",0.0
/root/iscas/ruyituner/dataset21/poj104-v2-ll_4/train/51_235.ll,False,"['module(inferattrs)', 'module(scc-oz-module-inliner)', 'function(mem2reg)', 'module(attributor)', 'function(instsimplify)', 'function(gvn-hoist)']",0.0,"['module(inferattrs)', 'module(scc-oz-module-inliner)', 'function(mem2reg)', 'module(attributor)', 'function(instsimplify)', 'function(gvn-hoist)']",0.0
/root/iscas/ruyituner/dataset21/poj104-v2-ll_4/train/71_106.ll,False,"['module(attributor)', 'module(scc-oz-module-inliner)', 'function(jump-threading)', 'module(elim-avail-extern)', 'module(iroutliner)', 'module(elim-avail-extern)', 'module(globalopt)', 'module(iroutliner)', 'function(gvn-hoist)', 'function(memcpyopt)']",0.2553191489361702,"['module(attributor)', 'module(scc-oz-module-inliner)', 'function(jump-threading)', 'module(elim-avail-extern)', 'module(iroutliner)', 'module(elim-avail-extern)', 'module(globalopt)', 'module(iroutliner)', 'function(gvn-hoist)', 'function(memcpyopt)']",0.2553191489361702
/root/iscas/ruyituner/dataset21/poj104-v2-ll_4/train/53_860.ll,False,"['module(scc-oz-module-inliner)', 'module(elim-avail-extern)', 'cgscc(attributor-cgscc)', 'module(iroutliner)', 'module(attributor)', 'function(newgvn)']",0.0,"['module(scc-oz-module-inliner)', 'module(elim-avail-extern)', 'cgscc(attributor-cgscc)', 'module(iroutliner)', 'module(attributor)', 'function(newgvn)']",0.0
/root/iscas/ruyituner/dataset21/poj104-v2-ll_4/train/18_671.ll,False,"['module(scc-oz-module-inliner)', 'module(elim-avail-extern)', 'module(globalopt)', 'function(gvn-sink)', 'function(newgvn)', 'function(dce)', 'module(iroutliner)', 'function(jump-threading)', 'function(memcpyopt)']",-0.014184397163120567,"['module(scc-oz-module-inliner)', 'module(elim-avail-extern)', 'module(globalopt)', 'function(gvn-sink)', 'function(newgvn)', 'function(dce)', 'module(iroutliner)', 'function(jump-threading)', 'function(memcpyopt)']",-0.014184397163120567
/root/iscas/ruyituner/dataset21/poj104-v2-ll_4/train/67_721.ll,False,"['module(scc-oz-module-inliner)', 'module(elim-avail-extern)', 'cgscc(attributor-cgscc)', 'module(iroutliner)', 'module(attributor)', 'function(newgvn)']",0.0,"['module(scc-oz-module-inliner)', 'module(elim-avail-extern)', 'cgscc(attributor-cgscc)', 'module(iroutliner)', 'module(attributor)', 'function(newgvn)']",0.0
/root/iscas/ruyituner/dataset21/poj104-v2-ll_4/train/62_266.ll,False,"['module(attributor)', 'module(scc-oz-module-inliner)', 'module(globalopt)', 'function(dse)', 'function(gvn-sink)', 'module(elim-avail-extern)', 'cgscc(attributor-cgscc)', 'function(reassociate)', 'function(jump-threading)', 'function(gvn-hoist)']",-1.0,"['module(attributor)', 'module(scc-oz-module-inliner)', 'module(globalopt)', 'function(dse)', 'function(gvn-sink)', 'module(elim-avail-extern)', 'cgscc(attributor-cgscc)', 'function(reassociate)', 'function(jump-threading)', 'function(gvn-hoist)']",-1.0
/root/iscas/ruyituner/dataset21/poj104-v2-ll_4/train/1_1360.ll,False,"['module(scc-oz-module-inliner)', 'module(elim-avail-extern)', 'module(globalopt)', 'function(gvn-sink)', 'function(newgvn)', 'function(dce)', 'module(iroutliner)', 'function(jump-threading)', 'function(memcpyopt)']",0.0,"['module(scc-oz-module-inliner)', 'module(elim-avail-extern)', 'module(globalopt)', 'function(gvn-sink)', 'function(newgvn)', 'function(dce)', 'module(iroutliner)', 'function(jump-threading)', 'function(memcpyopt)']",0.0
/root/iscas/ruyituner/dataset21/poj104-v2-ll_4/train/84_1670.ll,False,"['module(scc-oz-module-inliner)', 'module(elim-avail-extern)', 'cgscc(attributor-cgscc)', 'module(iroutliner)', 'module(attributor)', 'function(newgvn)']",0.0,"['module(scc-oz-module-inliner)', 'module(elim-avail-extern)', 'cgscc(attributor-cgscc)', 'module(iroutliner)', 'module(attributor)', 'function(newgvn)']",0.0
/root/iscas/ruyituner/dataset21/poj104-v2-ll_4/train/71_2384.ll,False,"['module(scc-oz-module-inliner)', 'module(elim-avail-extern)', 'cgscc(attributor-cgscc)', 'module(iroutliner)', 'module(attributor)', 'function(newgvn)']",0.05154639175257732,"['module(scc-oz-module-inliner)', 'module(elim-avail-extern)', 'cgscc(attributor-cgscc)', 'module(iroutliner)', 'module(attributor)', 'function(newgvn)']",0.05154639175257732
/root/iscas/ruyituner/dataset21/poj104-v2-ll_4/train/13_1275.ll,False,"['module(scc-oz-module-inliner)', 'module(elim-avail-extern)', 'cgscc(attributor-cgscc)', 'module(iroutliner)', 'module(attributor)', 'function(newgvn)']",0.0,"['module(scc-oz-module-inliner)', 'module(elim-avail-extern)', 'cgscc(attributor-cgscc)', 'module(iroutliner)', 'module(attributor)', 'function(newgvn)']",0.0
/root/iscas/ruyituner/dataset21/poj104-v2-ll_4/train/13_280.ll,False,"['module(elim-avail-extern)', 'module(scc-oz-module-inliner)', 'function(instsimplify)', 'function(memcpyopt)', 'function(newgvn)', 'function(reassociate)', 'function(jump-threading)', 'module(globalopt)', 'function(gvn-sink)']",0.19791666666666666,"['module(elim-avail-extern)', 'module(scc-oz-module-inliner)', 'function(instsimplify)', 'function(memcpyopt)', 'function(newgvn)', 'function(reassociate)', 'function(jump-threading)', 'module(globalopt)', 'function(gvn-sink)']",0.19791666666666666
/root/iscas/ruyituner/dataset21/poj104-v2-ll_4/train/51_1081.ll,False,"['module(attributor)', 'module(scc-oz-module-inliner)', 'function(newgvn)', 'cgscc(attributor-cgscc)', 'module(scc-oz-module-inliner)', 'function(instsimplify)', 'function(memcpyopt)']",0.9496402877697842,"['module(attributor)', 'module(scc-oz-module-inliner)', 'function(newgvn)', 'cgscc(attributor-cgscc)', 'module(scc-oz-module-inliner)', 'function(instsimplify)', 'function(memcpyopt)']",0.9496402877697842
/root/iscas/ruyituner/dataset21/poj104-v2-ll_4/train/84_914.ll,False,"['module(scc-oz-module-inliner)', 'module(elim-avail-extern)', 'cgscc(attributor-cgscc)', 'module(iroutliner)', 'module(attributor)', 'function(newgvn)']",-0.022727272727272728,"['module(scc-oz-module-inliner)', 'module(elim-avail-extern)', 'cgscc(attributor-cgscc)', 'module(iroutliner)', 'module(attributor)', 'function(newgvn)']",-0.022727272727272728
/root/iscas/ruyituner/dataset21/poj104-v2-ll_4/train/13_228.ll,False,"['module(elim-avail-extern)', 'module(globalopt)', 'module(attributor)', 'function(dse)', 'module(iroutliner)', 'module(elim-avail-extern)', 'cgscc(attributor-cgscc)', 'module(elim-avail-extern)', 'module(scc-oz-module-inliner)', 'function(reassociate)', 'function(gvn-hoist)', 'function(memcpyopt)']",0.4883720930232558,"['module(elim-avail-extern)', 'module(globalopt)', 'module(attributor)', 'function(dse)', 'module(iroutliner)', 'module(elim-avail-extern)', 'cgscc(attributor-cgscc)', 'module(elim-avail-extern)', 'module(scc-oz-module-inliner)', 'function(reassociate)', 'function(gvn-hoist)', 'function(memcpyopt)']",0.4883720930232558
/root/iscas/ruyituner/dataset21/poj104-v2-ll_4/train/97_773.ll,False,"['loop(loop-simplifycfg)', 'function(newgvn)', 'function(newgvn)', 'function(mem2reg)', 'function(instsimplify)', 'function(jump-threading)', 'module(attributor)', 'module(iroutliner)', 'function(gvn-hoist)']",0.06666666666666667,"['loop(loop-simplifycfg)', 'function(newgvn)', 'function(newgvn)', 'function(mem2reg)', 'function(instsimplify)', 'function(jump-threading)', 'module(attributor)', 'module(iroutliner)', 'function(gvn-hoist)']",0.06666666666666667
/root/iscas/ruyituner/dataset21/poj104-v2-ll_4/train/12_1118.ll,False,"['module(scc-oz-module-inliner)', 'module(elim-avail-extern)', 'cgscc(attributor-cgscc)', 'module(iroutliner)', 'module(attributor)', 'function(newgvn)']",-0.05714285714285714,"['module(scc-oz-module-inliner)', 'module(elim-avail-extern)', 'cgscc(attributor-cgscc)', 'module(iroutliner)', 'module(attributor)', 'function(newgvn)']",-0.05714285714285714
/root/iscas/ruyituner/dataset21/poj104-v2-ll_4/train/18_2057.ll,False,"['module(attributor)', 'module(scc-oz-module-inliner)', 'function(newgvn)', 'module(elim-avail-extern)', 'module(attributor)', 'module(globalopt)', 'function(dse)', 'module(globalopt)', 'cgscc(attributor-cgscc)']",0.1377245508982036,"['module(attributor)', 'module(scc-oz-module-inliner)', 'function(newgvn)', 'module(elim-avail-extern)', 'module(attributor)', 'module(globalopt)', 'function(dse)', 'module(globalopt)', 'cgscc(attributor-cgscc)']",0.1377245508982036
/root/iscas/ruyituner/dataset21/poj104-v2-ll_4/train/15_1810.ll,True,"['module(scc-oz-module-inliner)', 'module(elim-avail-extern)', 'cgscc(attributor-cgscc)', 'module(iroutliner)', 'module(attributor)', 'function(newgvn)']",0.012048192771084338,"['loop(loop-simplifycfg)', 'function(newgvn)', 'function(newgvn)', 'function(mem2reg)', 'function(instsimplify)', 'function(jump-threading)', 'module(attributor)', 'module(iroutliner)', 'function(gvn-hoist)']",0.03614457831325301
/root/iscas/ruyituner/dataset21/poj104-v2-ll_4/train/25_119.ll,True,"['module(scc-oz-module-inliner)', 'function(gvn-hoist)', 'function(reassociate)', 'function(jump-threading)', 'module(elim-avail-extern)', 'module(globalopt)', 'function(gvn-sink)', 'module(globalopt)', 'function(newgvn)', 'function(gvn-hoist)', 'function(instsimplify)', 'function(memcpyopt)', 'function(gvn-hoist)']",0.02459016393442623,"['module(elim-avail-extern)', 'module(globalopt)', 'module(attributor)', 'function(dse)', 'module(iroutliner)', 'module(elim-avail-extern)', 'cgscc(attributor-cgscc)', 'module(elim-avail-extern)', 'module(scc-oz-module-inliner)', 'function(reassociate)', 'function(gvn-hoist)', 'function(memcpyopt)']",0.06557377049180328
/root/iscas/ruyituner/dataset21/poj104-v2-ll_4/train/63_1998.ll,False,"['module(scc-oz-module-inliner)', 'module(elim-avail-extern)', 'cgscc(attributor-cgscc)', 'module(iroutliner)', 'module(attributor)', 'function(newgvn)']",0.0,"['module(scc-oz-module-inliner)', 'module(elim-avail-extern)', 'cgscc(attributor-cgscc)', 'module(iroutliner)', 'module(attributor)', 'function(newgvn)']",0.0
/root/iscas/ruyituner/dataset21/poj104-v2-ll_4/train/27_1251.ll,False,"['function(newgvn)', 'function(gvn-sink)', 'module(elim-avail-extern)', 'module(iroutliner)', 'function(reassociate)', 'function(gvn-hoist)', 'function(mem2reg)', 'function(gvn-hoist)', 'function(mem2reg)', 'module(globalopt)', 'module(attributor)', 'function(newgvn)', 'function(dce)', 'function(gvn-hoist)', 'function(mem2reg)', 'module(globalopt)', 'module(attributor)', 'function(newgvn)', 'function(dce)', 'module(iroutliner)', 'function(jump-threading)', 'function(gvn-hoist)']",0.17880794701986755,"['function(newgvn)', 'function(gvn-sink)', 'module(elim-avail-extern)', 'module(iroutliner)', 'function(reassociate)', 'function(gvn-hoist)', 'function(mem2reg)', 'function(gvn-hoist)', 'function(mem2reg)', 'module(globalopt)', 'module(attributor)', 'function(newgvn)', 'function(dce)', 'function(gvn-hoist)', 'function(mem2reg)', 'module(globalopt)', 'module(attributor)', 'function(newgvn)', 'function(dce)', 'module(iroutliner)', 'function(jump-threading)', 'function(gvn-hoist)']",0.17880794701986755
/root/iscas/ruyituner/dataset21/poj104-v2-ll_4/train/53_1360.ll,False,"['module(scc-oz-module-inliner)', 'module(elim-avail-extern)', 'cgscc(attributor-cgscc)', 'module(iroutliner)', 'module(attributor)', 'function(newgvn)']",0.0,"['module(scc-oz-module-inliner)', 'module(elim-avail-extern)', 'cgscc(attributor-cgscc)', 'module(iroutliner)', 'module(attributor)', 'function(newgvn)']",0.0
/root/iscas/ruyituner/dataset21/poj104-v2-ll_4/train/1_270.ll,False,"['module(elim-avail-extern)', 'function(mem2reg)', 'function(instsimplify)', 'module(iroutliner)', 'function(reassociate)', 'function(jump-threading)', 'module(elim-avail-extern)', 'module(globalopt)', 'function(gvn-sink)', 'function(newgvn)', 'function(dce)', 'module(iroutliner)', 'module(attributor)', 'module(scc-oz-module-inliner)']",0.12,"['module(elim-avail-extern)', 'function(mem2reg)', 'function(instsimplify)', 'module(iroutliner)', 'function(reassociate)', 'function(jump-threading)', 'module(elim-avail-extern)', 'module(globalopt)', 'function(gvn-sink)', 'function(newgvn)', 'function(dce)', 'module(iroutliner)', 'module(attributor)', 'module(scc-oz-module-inliner)']",0.12
/root/iscas/ruyituner/dataset21/poj104-v2-ll_4/train/87_328.ll,False,"['module(inferattrs)', 'module(scc-oz-module-inliner)', 'module(attributor)', 'function(memcpyopt)', 'cgscc(attributor-cgscc)', 'function(gvn-sink)', 'function(jump-threading)', 'function(dse)', 'module(iroutliner)', 'function(dce)']",0.0,"['module(inferattrs)', 'module(scc-oz-module-inliner)', 'module(attributor)', 'function(memcpyopt)', 'cgscc(attributor-cgscc)', 'function(gvn-sink)', 'function(jump-threading)', 'function(dse)', 'module(iroutliner)', 'function(dce)']",0.0
/root/iscas/ruyituner/dataset21/poj104-v2-ll_4/train/1_970.ll,True,"['module(inferattrs)', 'module(scc-oz-module-inliner)', 'function(gvn-sink)', 'module(globalopt)', 'function(gvn-sink)', 'function(newgvn)', 'function(dse)', 'module(globalopt)', 'module(elim-avail-extern)', 'module(globalopt)', 'module(iroutliner)', 'cgscc(attributor-cgscc)', 'function(instsimplify)', 'function(jump-threading)', 'function(dce)']",0.02040816326530612,"['module(elim-avail-extern)', 'module(scc-oz-module-inliner)', 'function(instsimplify)', 'function(memcpyopt)', 'function(newgvn)', 'function(reassociate)', 'function(jump-threading)', 'module(globalopt)', 'function(gvn-sink)']",0.14285714285714285
/root/iscas/ruyituner/dataset21/poj104-v2-ll_4/train/97_691.ll,False,"['module(scc-oz-module-inliner)', 'module(elim-avail-extern)', 'cgscc(attributor-cgscc)', 'module(iroutliner)', 'module(attributor)', 'function(newgvn)']",0.0,"['module(scc-oz-module-inliner)', 'module(elim-avail-extern)', 'cgscc(attributor-cgscc)', 'module(iroutliner)', 'module(attributor)', 'function(newgvn)']",0.0
/root/iscas/ruyituner/dataset21/poj104-v2-ll_4/train/1_407.ll,False,"['module(elim-avail-extern)', 'module(globalopt)', 'cgscc(attributor-cgscc)', 'cgscc(attributor-cgscc)', 'module(scc-oz-module-inliner)', 'function(mem2reg)', 'function(instsimplify)', 'module(iroutliner)', 'function(reassociate)', 'function(memcpyopt)', 'function(gvn-hoist)', 'function(dce)', 'function(jump-threading)', 'module(globalopt)', 'module(attributor)', 'module(scc-oz-module-inliner)', 'function(dse)']",0.125,"['module(elim-avail-extern)', 'module(globalopt)', 'cgscc(attributor-cgscc)', 'cgscc(attributor-cgscc)', 'module(scc-oz-module-inliner)', 'function(mem2reg)', 'function(instsimplify)', 'module(iroutliner)', 'function(reassociate)', 'function(memcpyopt)', 'function(gvn-hoist)', 'function(dce)', 'function(jump-threading)', 'module(globalopt)', 'module(attributor)', 'module(scc-oz-module-inliner)', 'function(dse)']",0.125
/root/iscas/ruyituner/dataset21/poj104-v2-ll_4/train/25_1271.ll,True,"['module(scc-oz-module-inliner)', 'function(reassociate)', 'function(gvn-hoist)', 'module(iroutliner)', 'module(attributor)', 'function(mem2reg)', 'module(iroutliner)']",0.012195121951219513,"['module(elim-avail-extern)', 'function(mem2reg)', 'function(instsimplify)', 'module(iroutliner)', 'function(reassociate)', 'function(jump-threading)', 'module(elim-avail-extern)', 'module(globalopt)', 'function(gvn-sink)', 'function(newgvn)', 'function(dce)', 'module(iroutliner)', 'module(attributor)', 'module(scc-oz-module-inliner)']",0.24390243902439024
/root/iscas/ruyituner/dataset21/poj104-v2-ll_4/train/67_2403.ll,False,"['module(elim-avail-extern)', 'function(mem2reg)', 'function(newgvn)', 'module(globalopt)', 'module(attributor)', 'module(scc-oz-module-inliner)', 'function(reassociate)', 'function(jump-threading)']",0.22448979591836735,"['module(elim-avail-extern)', 'function(mem2reg)', 'function(newgvn)', 'module(globalopt)', 'module(attributor)', 'module(scc-oz-module-inliner)', 'function(reassociate)', 'function(jump-threading)']",0.22448979591836735
/root/iscas/ruyituner/dataset21/poj104-v2-ll_4/train/98_73.ll,False,"['module(scc-oz-module-inliner)', 'module(elim-avail-extern)', 'cgscc(attributor-cgscc)', 'module(iroutliner)', 'module(attributor)', 'function(newgvn)']",0.0,"['module(scc-oz-module-inliner)', 'module(elim-avail-extern)', 'cgscc(attributor-cgscc)', 'module(iroutliner)', 'module(attributor)', 'function(newgvn)']",0.0
/root/iscas/ruyituner/dataset21/poj104-v2-ll_4/train/27_103.ll,True,"['module(inferattrs)', 'module(scc-oz-module-inliner)', 'module(attributor)', 'function(gvn-sink)', 'module(iroutliner)', 'cgscc(attributor-cgscc)', 'function(newgvn)', 'function(dse)', 'function(gvn-sink)', 'function(jump-threading)']",0.0,"['module(elim-avail-extern)', 'module(globalopt)', 'module(attributor)', 'function(dse)', 'module(iroutliner)', 'module(elim-avail-extern)', 'cgscc(attributor-cgscc)', 'module(elim-avail-extern)', 'module(scc-oz-module-inliner)', 'function(reassociate)', 'function(gvn-hoist)', 'function(memcpyopt)']",0.02631578947368421
/root/iscas/ruyituner/dataset21/poj104-v2-ll_4/train/18_1216.ll,True,"['module(scc-oz-module-inliner)', 'module(attributor)', 'module(elim-avail-extern)', 'cgscc(attributor-cgscc)', 'module(attributor)', 'module(elim-avail-extern)', 'function(newgvn)', 'function(memcpyopt)', 'cgscc(attributor-cgscc)', 'module(elim-avail-extern)', 'module(iroutliner)', 'module(globalopt)', 'function(dse)', 'cgscc(attributor-cgscc)', 'function(jump-threading)']",0.029940119760479042,"['module(elim-avail-extern)', 'module(globalopt)', 'cgscc(attributor-cgscc)', 'cgscc(attributor-cgscc)', 'module(scc-oz-module-inliner)', 'function(mem2reg)', 'function(instsimplify)', 'module(iroutliner)', 'function(reassociate)', 'function(memcpyopt)', 'function(gvn-hoist)', 'function(dce)', 'function(jump-threading)', 'module(globalopt)', 'module(attributor)', 'module(scc-oz-module-inliner)', 'function(dse)']",0.08982035928143713
/root/iscas/ruyituner/dataset21/poj104-v2-ll_4/train/27_1675.ll,False,"['module(inferattrs)', 'module(scc-oz-module-inliner)', 'module(attributor)', 'function(gvn-sink)', 'module(iroutliner)', 'cgscc(attributor-cgscc)', 'function(newgvn)', 'function(dse)', 'function(gvn-sink)', 'function(jump-threading)']",0.0,"['module(inferattrs)', 'module(scc-oz-module-inliner)', 'module(attributor)', 'function(gvn-sink)', 'module(iroutliner)', 'cgscc(attributor-cgscc)', 'function(newgvn)', 'function(dse)', 'function(gvn-sink)', 'function(jump-threading)']",0.0
/root/iscas/ruyituner/dataset21/poj104-v2-ll_4/train/87_1110.ll,False,"['module(inferattrs)', 'module(scc-oz-module-inliner)', 'module(attributor)', 'module(scc-oz-module-inliner)', 'function(dce)', 'function(newgvn)', 'function(dse)', 'function(jump-threading)', 'cgscc(attributor-cgscc)', 'function(gvn-hoist)', 'function(memcpyopt)']",0.015625,"['module(inferattrs)', 'module(scc-oz-module-inliner)', 'module(attributor)', 'module(scc-oz-module-inliner)', 'function(dce)', 'function(newgvn)', 'function(dse)', 'function(jump-threading)', 'cgscc(attributor-cgscc)', 'function(gvn-hoist)', 'function(memcpyopt)']",0.015625
